sn	name	typeName	tips	contentBG
410007	Kamoshida's Gold Medal	Stage	For use in a Palace.	<color=#ffffff>  </color>
410008	Left Eye	Stage	For use in a Palace.	<color=#ffffff>  </color>
410009	Right Eye	Stage	For use in a Palace.	<color=#ffffff>  </color>
410010	Mysterious Key	Stage	Used to open special doors in a Palace.	<color=#ffffff>  </color>
410209	D-Tier Fan Card	Stage	A keycard for opening certain locks.	<color=#ffffff>  </color>
410210	C-Tier Fan Card	Key Item	A keycard for opening certain locks.	<color=#ffffff>  </color>
410211	B-Tier Fan Card	Key Item	A keycard for opening certain locks.	<color=#ffffff>  </color>
410212	A-Tier Fan Card	Key Item	A keycard for opening certain locks.	<color=#ffffff>  </color>
410213	S-Tier Fan Card	Key Item	A keycard for opening certain locks.	<color=#ffffff>  </color>
410216	Golden Baseball	Key Item	For use in a Palace.	<color=#ffffff>  </color>
410217	Pink Baseball	Key Item	For use in a Palace.	<color=#ffffff>  </color>
410218	Blue Baseball	Key Item	For use in a Palace.	<color=#ffffff>  </color>
410301	Grappling Hook	Infiltration Tool	Crafted at the workbench with aluminum sheet and plastic.	<color=#ffffff>  </color>
410302	Rubber Ball	Key Item	The treasure of Kiuchi's Palace.	<color=#ffffff>  </color>
410303	Movie Ticket Stub	Stage	The treasure of Miyazawa's Palace.	<color=#ffffff>  </color>
410304	Manga Magazine	Stage	The treasure of Katayama's Palace.	<color=#ffffff>  </color>
410501	Zoom Module	Stage	For use with movie cameras. Adjusts the size of the object filmed. Can be used repeatedly.	<color=#ffffff>  </color>
410502	Chroma Key Module	Stage	For use with movie cameras. Makes objects semitransparent. Can be used repeatedly.	<color=#ffffff>  </color>
410503	Timeline Module	Stage	For use with movie cameras. Rewinds or fast-forwards the object filmed. Can be used repeatedly.	<color=#ffffff>  </color>
410504	Pause Module	Stage	For use with movie cameras. Freeze-frames the object filmed. Can be used repeatedly.	<color=#ffffff>  </color>
410505	Castle Gate Lock (Left)	Stage	Use in a Palace to open special doors.	<color=#ffffff>  </color>
410506	Castle Gate Lock (Right)	Stage	Use in a Palace to open special doors.	<color=#ffffff>  </color>
410507	Front Gate Key	Stage	Use in a Palace.	<color=#ffffff>  </color>
410508	Flint	Stage	Use in a Palace.	<color=#ffffff>  </color>
410509	Empty Item for Logic	Stage	[NB][IT][509]	<color=#ffffff>  </color>
410510	Lightning Talisman	Stage	Use in a Palace.	<color=#ffffff>  </color>
410511	Wind Talisman	Stage	Use in a Palace.	<color=#ffffff>  </color>
410512	Fire Talisman	Stage	Use in a Palace.	<color=#ffffff>  </color>
410513	Castle Treasure Chest Key	Stage	Use in a Palace.	<color=#ffffff>  </color>
410514	Training Hall of Love Key	Stage	Use in a Palace to open special doors.	<color=#ffffff>  </color>
410515	Ring Key	Stage	Use in a Palace.	<color=#ffffff>  </color>
400038	Tycoon Medal	Event Item	Awarded for winning in the Tycoon event. For every 100 that you earn	 you will receive a reward.	AAAAAA==
410516	Jail Key	Stage	Use in a Palace to open special doors.	<color=#ffffff>  </color>
410517	Hidden Room Key	Stage	Use in a Palace to open special doors.	<color=#ffffff>  </color>
410518	Weapon - Spear	Stage	Use in a Palace.	<color=#ffffff>  </color>
410519	Weapon - Shield	Stage	Use in a Palace.	<color=#ffffff>  </color>
410520	Book of Baseball	Stage	Use in a Palace.	<color=#ffffff>  </color>
410521	Book of Domination	Stage	Use in a Palace.	<color=#ffffff>  </color>
410522	Book of Punishment	Stage	Use in a Palace.	<color=#ffffff>  </color>
410523	Book of Modern Calisthenics	Stage	Use in a Palace.	<color=#ffffff>  </color>
410524	Prison Key	Stage	Use in a Palace to open special doors.	<color=#ffffff>  </color>
410525	Castle Room Key	Stage	Use in a Palace to open special doors.	<color=#ffffff>  </color>
410526	Orb of Greed	Stage	A volleyball found in the Castle.	<color=#ffffff>  </color>
410527	Commemorative Brochure	Stage	An illustrated brochure found in the Museum Palace.	<color=#ffffff>  </color>
410528	Security Guard's Memo	Stage	Use in a Palace.	<color=#ffffff>  </color>
410529	A certificate for 1 Michelin star.	Stage	A framed certificate found in a Palace.	<color=#ffffff>  </color>
410530	A certificate for 3 Michelin stars.	Stage	A framed certificate found in a Palace.	<color=#ffffff>  </color>
410531	Rare Chest Key	Stage	Use in a Palace.	<color=#ffffff>  </color>
410532	Treasure Chest Key	Stage	For use in a Palace.	<color=#ffffff>  </color>
410533	Luxury Chest Key	Stage	For use in a Palace.	<color=#ffffff>  </color>
410534	Chroma Key Module	Stage	For use with movie cameras. Makes objects semitransparent. Can be used repeatedly.	<color=#ffffff>  </color>
410535	Golden Ramen Bowl	Stage	Palace Core from Crossroads of Fate: Bank Arc.	<color=#ffffff>  </color>
410536	Safe Keycard	Stage	Used to open special doors in a Palace.	<color=#ffffff>  </color>
410537	Bank Keycard	Stage	Used to open special doors in a Palace.	<color=#ffffff>  </color>
410538	Bank Card	Stage	A bank card found in the Bank Palace.	<color=#ffffff>  </color>
410539	Rare Chest Key	Stage	For use in a Palace.	<color=#ffffff>  </color>
410540	Luxury Chest Key	Stage	For use in a Palace.	<color=#ffffff>  </color>
410560	Spare Part Chain	Stage	Appears to be an ordinary length of chain. Can be used as spare parts for repairing machinery.	<color=#ffffff>  </color>
410561	Transformed Chain	Stage	A spare chain that transformed to resemble a lighter.	<color=#ffffff>  </color>
410562	Transformed Chain	Stage	A spare chain that transformed to resemble a bowl seen at Victory Kitchen.	<color=#ffffff>  </color>
410563	Transformed Chain	Stage	A spare chain that transformed to resemble a coffee cup.	<color=#ffffff>  </color>
410564	Modded Controller	Stage	A controller originally used by Shadows in the Dam Palace. After some tinkering	 it can now be used to operate certain energy devices.	<color=#ffffff>  </color>
410565	Coordinate Recorder	Stage	A small machine gifted from a worker in the Dam Palace. It records your current coordinates.	<color=#ffffff>  </color>
410566	AAAAAA==	Stage	[DC][IT][566]	<color=#ffffff>  </color>
410567	AAAAAA==	Stage	[DC][IT][567]	<color=#ffffff>  </color>
410568	AAAAAA==	Stage	[DC][IT][568]	<color=#ffffff>  </color>
410569	AAAAAA==	Stage	[DC][IT][569]	<color=#ffffff>  </color>
410570	AAAAAA==	Stage	[DC][IT][570]	<color=#ffffff>  </color>
410571	AAAAAA==	Stage	[DC][IT][571]	<color=#ffffff>  </color>
410572	AAAAAA==	Stage	AAAAAA==	<color=#ffffff>  </color>
410573	AAAAAA==	Stage	A chip used to restore a screen in the core monitoring room and open doors for that room in the dam palace.	<color=#ffffff>  </color>
410574	AAAAAA==	Stage	A chip used to restore a screen in the core monitoring room and open doors for that room in the dam palace.	<color=#ffffff>  </color>
410575	AAAAAA==	Stage	A chip used to restore a screen in the core monitoring room and open doors for that room in the dam palace.	<color=#ffffff>  </color>
410576	AAAAAA==	Stage	A chip used to restore a screen in the core monitoring room and open doors for that room in the dam palace.	<color=#ffffff>  </color>
410577	AAAAAA==	Stage	A chip that is used to restore a screen in the core monitoring room and activate the central computer.	<color=#ffffff>  </color>
410578	AAAAAA==	Stage	[DC][IT][578]	<color=#ffffff>  </color>
410579	AAAAAA==	Stage	[DC][IT][579]	<color=#ffffff>  </color>
410580	AAAAAA==	Stage	[DC][IT][580]	<color=#ffffff>  </color>
410581	AAAAAA==	Stage	[DC][IT][581]	<color=#ffffff>  </color>
410582	AAAAAA==	Stage	[DC][IT][582]	<color=#ffffff>  </color>
421001	Qimranut Ticket	Stage	Collect them to unlock new routes in the Path of Qimranut.	<color=#ffffff>  </color>
421002	Aiyatsbus Ticket	Stage	Collect them to unlock new routes in the Path of Aiyatsbus.	<color=#ffffff>  </color>
421003	Chemdah Ticket	Stage	Collect them to unlock new routes in the Path of Chemdah.	<color=#ffffff>  </color>
421004	Kaitul Ticket	Stage	Collect them to unlock new routes in the Path of Kaitul.	<color=#ffffff>  </color>
421005	Akzeriyyuth Ticket	Stage	Collect them to unlock new routes in the Path of Akzeriyyuth.	<color=#ffffff>  </color>
421006	Adyeshach Ticket	Stage	Collect them to unlock new routes in the Path of Adyeshach.	<color=#ffffff>  </color>
421007	Sheriruth Ticket	Stage	Collect them to unlock new routes in the Path of Sheriruth.	<color=#ffffff>  </color>
421008	Iweleth Ticket	Stage	Collect them to unlock new routes in the Path of Iweleth.	<color=#ffffff>  </color>
430001	Bizarre Crown	Stage	Palace Core from Crossroads of Fate: Castle Arc.	<color=#ffffff>  </color>
500001	Error: tnxotb-[Item_name_500001]	Battle Item	Test Item	AAAAAA==
500002	Salmon Rice Ball	Battle Item	When used in the Metaverse	 restores 1 ally's max HP by 14.4%.	AAAAAA==
500003	Crab Omelette on Rice	Battle Item	Revives one ally.	AAAAAA==
500004	Error: tnxotb-[Item_name_500004]	Battle Item	Test Item	AAAAAA==
500005	Error: tnxotb-[Item_name_500005]	Battle Item	Test Item	AAAAAA==
500006	Error: tnxotb-[Item_name_500006]	Battle Item	Test Item	AAAAAA==
500094	Premium + Special 5	Revelation	Premium+ Pass Phase 6 Special Goods
• Exclusive Outfit: <link="fashion|309069"><u>Beige Knit Outfit <color=#0F69CA>Preview</color></u></link>
• Exclusive Profile Card: <link="display|306949"><u>Fairy Tale <color=#0F69CA>Preview</color></u></link>
• Exclusive Frame: <link="display|306878"><u>Consideration <color=#0F69CA>Preview</color></u></link>

• Plus	 Spray-On Dye x1 as a bonus.
New outfit colors will also unlock after you obtain your exclusive outfit and go to the in-game closet on the second floor of your home.
These colors include: <link="fashion|309070"><u><color=#00fcff>Light Blue Knit Outfit</color></u></link>	 <link="fashion|309071"><u><color=#ff9c00>Green Knit Outfit</color></u></link>	 and <link="fashion|309072"><u><color=#00ff9f>Aqua Knit Outfit</color></u></link>.	<color=#ffffff>  </color>
500095	Premium + Special 4	Revelation	Premium+ Pass Phase 5 Special Goods
• Exclusive Outfit: <link="fashion|309069"><u>Light Blue Artsy Outfit <color=#0F69CA>Preview</color></u></link>
• Exclusive Profile Card: <link="display|306949"><u>Graffiti Days <color=#0F69CA>Preview</color></u></link>
• Exclusive Frame: <link="display|306878"><u>Melting Pot <color=#0F69CA>Preview</color></u></link>

• Plus	 Spray-On Dye x1 as a bonus.
New outfit colors will also unlock after you obtain your exclusive outfit and go to the in-game closet on the second floor of your home.
These colors include: <link="fashion|309070"><u><color=#00fcff>Blue Artsy Outfit</color></u></link>	 <link="fashion|309071"><u><color=#ff9c00>Red Artsy Outfit</color></u></link>	 and <link="fashion|309072"><u><color=#00ff9f>Purple Artsy Outfit</color></u></link>.	<color=#ffffff>  </color>
500096	Premium + Special 3	Revelation	Premium+ Pass Phase 4 Special Goods
• Exclusive Outfit: <link="fashion|309069"><u>Pink Shell Outfit <color=#29b6ff>Preview</color></u></link>
• Exclusive Profile Card: <link="display|306949"><u>Forerunner <color=#29b6ff>Preview</color></u></link>
• Exclusive Frame: <link="display|306878"><u>Seasonal Lifestyle <color=#29b6ff>Preview</color></u></link>

• Plus	 Spray-On Dye x1 as a bonus.
New outfit colors will also unlock after you obtain your exclusive outfit and go to the in-game closet on the second floor of your home.
These colors include: <link="fashion|309070"><u><color=#00fcff>Green Shell Outfit</color></u></link>	 <link="fashion|309071"><u><color=#ff9c00>Blue Shell Outfit</color></u></link>	 and <link="fashion|309072"><u><color=#00ff9f>Brown Shell Outfit</color></u></link>.	<color=#ffffff>  </color>
500097	Premium + Special 2	Revelation	Premium+ Pass Phase 3 Special Goods
• Exclusive Outfit: <link="fashion|309057"><u>Purple Silk Outfit <color=#29b6ff>Preview</color></u></link>
• Exclusive Profile Card: <link="display|306929"><u>White Rabbit Encounter <color=#29b6ff>Preview</color></u></link>
• Exclusive Avatar Frame: <link="display|306855"><u>3 O'Clock Tea Time  <color=#29b6ff>Preview</color></u></link>
These can be obtained after purchasing your Premium+ Pass.	<color=#ffffff>  </color>
500098	Premium + Special 1	Revelation	Phantom Pass Phase 2 Exclusive Items
• Exclusive Outfit: Black Street Outfit
• Exclusive Profile Card: Interlaced Desires
• Exclusive Frame: Winged Rebel
These can be obtained after purchasing your Premium+ Pass.	<color=#ffffff>  </color>
500099	Phantom Thief Gift	Revelation	Phantom Pass items up for grabs:
1 Salamander Coin
5 Gold Tickets
2 Everlasting Incense
6 Coffee Aids
as well as training materials and Konpaku Gems.

Premium Pass items up for grabs:
4 Salamander Coins
2 Limited 4★ Weapon Cases
5 Platinum Tickets
3 Platinum Milicoins
1 Orange Fortune Revelation
3 Everlasting Incense
6 Coffee Aids
as well as training materials and Konpaku Gems.	<color=#ffffff>  </color>
500101	Knowledge	Social Stats	Your ability to know	 think	 and understand. Can be increased by attending class	 studying	 and other activities.	<color=#ffffff>  </color>
500102	Guts	Social Stats	Your ability to not flinch or be afraid. Can be increased by going to the gym	 reading	 and other activities.	<color=#ffffff>  </color>
500103	Proficiency	Social Stats	Your ability to get things done efficiently. Can be increased by playing games	 using the workbench	 and other activities.	<color=#ffffff>  </color>
500104	Kindness	Social Stats	Your ability to be considerate to others. Can be increased by cleaning	 caring for plants	 and other activities.	<color=#ffffff>  </color>
500105	Charm	Social Stats	Your ability to fascinate and attract others. Can be increased by going to the bathhouse	 cooking	 and other activities.	<color=#ffffff>  </color>
500106	Social Stats	Social Stats	Knowledge	 Guts	 Proficiency	 Kindness	 and Charm are the 5 social stats.	<color=#ffffff>  </color>
500107	Chihaya Mifune's Fortune-Telling	BONUS UP	Gain a variety of bonuses based on your fortune.	<color=#ffffff>  </color>
500201	Merope's Synergy	AAAAAA==	Once you earn enough affinity	 you will increase your Affinity Rank.	<color=#ffffff>  </color>
500202	Motoha's Synergy	AAAAAA==	Once you earn enough affinity	 you will increase your Affinity Rank.	<color=#ffffff>  </color>
500203	Kurotani's Synergy	AAAAAA==	Once you earn enough affinity	 you will increase your Affinity Rank.	<color=#ffffff>  </color>
500204	Tomoko's Synergy	AAAAAA==	Once you earn enough affinity	 you will increase your Affinity Rank.	<color=#ffffff>  </color>
500205	Tomiyama's Synergy	AAAAAA==	Once you earn enough affinity	 you will increase your Affinity Rank.	<color=#ffffff>  </color>
500206	Shun's Synergy	AAAAAA==	Once you earn enough affinity	 you will increase your Affinity Rank.	<color=#ffffff>  </color>
500207	Yaoling's Synergy	AAAAAA==	Once you earn enough affinity	 you will increase your Affinity Rank.	<color=#ffffff>  </color>
